0.2464348739,0.001275906
0.1295609244,0.1306574186
0.2152941176,0.0008297794
0.1883823529,0.0274612132
0.158394958,0.0502737395
0.1276386555,0.0524971639
0.0930378151,0.0417500788
0.0561302521,0.022610688
0.0007689076,-0.0003796481
0.2967983193,0.0017620798
0.2691176471,0.0299169118
0.2429747899,0.0626499475
0.232210084,0.096177521
0.2337478992,0.1358307248
0.249894958,0.1755143645
0.2775756303,0.2304720326
0.3091008403,0.2823877101
0.3437016807,0.3343097952
0.366,0.36714375
0.2698865546,0.0017060137
0.2406680672,0.0359576418
0.2176008403,0.0572595851
0.1999159664,0.0915352416
0.1983781513,0.1250820378
0.2106806723,0.1571326681
0.2383613445,0.1998903361
0.2675798319,0.238076208
0.3152521008,0.2968880252
0.3529285714,0.3450040179
0.3667689076,0.3679078519
0.3560042017,0.0018854254
0.329092437,0.0491043592
0.3198655462,0.0833976366
0.3190966387,0.1428710347
0.3283235294,0.2183777574
0.3460084034,0.2847521008
0.3590798319,0.337391833
0.366,0.36714375
